issn,sjr,quartile,title
1048891X,1.401,Q1,International Journal of Gynecological Cancer
01418955,1.401,Q1,Journal of Inherited Metabolic Disease
15732665,1.401,Q1,Journal of Inherited Metabolic Disease
09462716,1.401,Q1,Journal of Molecular Medicine
14321440,1.401,Q1,Journal of Molecular Medicine
20763271,1.401,Q1,Medical sciences
14701340,1.4,Q1,Tourism Geographies
14616688,1.4,Q1,Tourism Geographies
03783820,1.399,Q1,Fuel Processing Technology
25763199,1.399,Q1,IEEE Internet of Things Magazine
25763180,1.399,Q1,IEEE Internet of Things Magazine
29567068,1.398,Q1,International Journal of Mathematics and Computer in Engineering
07484518,1.398,Q1,Journal of Quantitative Criminology
15737799,1.398,Q1,Journal of Quantitative Criminology
17443598,1.398,Q1,Process Safety and Environmental Protection
09575820,1.398,Q1,Process Safety and Environmental Protection
13652702,1.397,Q1,Journal of Clinical Nursing
09621067,1.397,Q1,Journal of Clinical Nursing
20900716,1.397,Q1,Journal of Obesity
20900708,1.397,Q1,Journal of Obesity
21998531,1.397,Q1,"Journal of Open Innovation: Technology, Market, and Complexity"
15579859,1.397,Q1,Medical Clinics of North America
00257125,1.397,Q1,Medical Clinics of North America
18328105,1.396,Q1,Asian Economic Policy Review
17483131,1.396,Q1,Asian Economic Policy Review
15731480,1.396,Q1,Climatic Change
01650009,1.396,Q1,Climatic Change
20457022,1.396,Q1,Clinical and Translational Allergy
14695928,1.396,Q1,European Journal of Teacher Education
02619768,1.396,Q1,European Journal of Teacher Education
22350640,1.396,Q1,European Thyroid Journal
22350802,1.396,Q1,European Thyroid Journal
20544650,1.396,Q1,"Work, Aging and Retirement"
26321009,1.395,Q1,BMJ Health and Care Informatics
1756932X,1.394,Q1,Environmental Policy and Governance
17569338,1.394,Q1,Environmental Policy and Governance
27547000,1.394,Q1,Environmental Science: Advances
00144886,1.394,Q1,Experimental Neurology
10902430,1.394,Q1,Experimental Neurology
22134530,1.394,Q1,Food Science and Human Wellness
10961127,1.394,Q1,LWT
00236438,1.394,Q1,LWT
17508924,1.393,Q1,Chinese Journal of International Politics
17508916,1.393,Q1,Chinese Journal of International Politics
1869103X,1.393,Q1,"International Journal of Minerals, Metallurgy and Materials"
16744799,1.393,Q1,"International Journal of Minerals, Metallurgy and Materials"
00973165,1.393,Q1,Journal of Combinatorial Theory. Series A
10960899,1.393,Q1,Journal of Combinatorial Theory. Series A
2941198X,1.393,Q1,Journal of the Air Transport Research Society
20463758,1.392,Q1,Bone and Joint Research
17517915,1.392,Q1,Microbial Biotechnology
17517907,1.392,Q1,Microbial Biotechnology
0301679X,1.392,Q1,Tribology International
12709638,1.391,Q1,Aerospace Science and Technology
25902555,1.391,Q1,Current Research in Immunology
10905138,1.391,Q1,Evolution and Human Behavior
17408989,1.391,Q1,Physical Education and Sport Pedagogy
17425786,1.391,Q1,Physical Education and Sport Pedagogy
26942453,1.39,Q1,ACS Polymers Au
22111662,1.39,Q1,"Technology, Knowledge and Learning"
22111670,1.39,Q1,"Technology, Knowledge and Learning"
27658031,1.389,Q1,BME Frontiers
25902571,1.389,Q1,Current Research in Pharmacology and Drug Discovery
19324537,1.389,Q1,IEEE Transactions on Network and Service Management
10424431,1.389,Q1,"Journal of International Financial Markets, Institutions and Money"
20057563,1.389,Q1,Korean Journal of Anesthesiology
20056419,1.389,Q1,Korean Journal of Anesthesiology
23258306,1.389,Q1,LGBT Health
23258292,1.389,Q1,LGBT Health
26738929,1.389,Q1,Microplastics
00933104,1.389,Q1,Theory and Research in Social Education
21631654,1.389,Q1,Theory and Research in Social Education
23978554,1.388,Q1,Emerging Topics in Life Sciences
23978562,1.388,Q1,Emerging Topics in Life Sciences
1868601X,1.388,Q1,Translational Stroke Research
18684483,1.388,Q1,Translational Stroke Research
20952201,1.387,Q1,Frontiers of Environmental Science and Engineering
2095221X,1.387,Q1,Frontiers of Environmental Science and Engineering
2047217X,1.387,Q1,GigaScience
26431564,1.387,Q1,Physical Review Research
20563418,1.387,Q1,Regenerative Biomaterials
20563426,1.387,Q1,Regenerative Biomaterials
02132230,1.387,Q1,Revista Matematica Iberoamericana
22350616,1.387,Q1,Revista Matematica Iberoamericana
13620436,1.386,Q1,Career Development International
21938253,1.386,Q1,Neurology and Therapy
21936536,1.386,Q1,Neurology and Therapy
07217714,1.385,Q1,Plant Cell Reports
1432203X,1.385,Q1,Plant Cell Reports
03636135,1.383,Q1,American Journal of Physiology - Heart and Circulatory Physiology
15221539,1.383,Q1,American Journal of Physiology - Heart and Circulatory Physiology
16727703,1.383,Q1,China Petroleum Exploration
14728222,1.383,Q1,Expert Opinion on Therapeutic Targets
17447631,1.383,Q1,Expert Opinion on Therapeutic Targets
15327590,1.383,Q1,International Journal of Human-Computer Interaction
10447318,1.383,Q1,International Journal of Human-Computer Interaction
29498759,1.383,Q1,Journal of Substance Use and Addiction Treatment
29498767,1.383,Q1,Journal of Substance Use and Addiction Treatment
09255214,1.383,Q1,Postharvest Biology and Technology
19447124,1.383,Q1,Translational Oncology
19365233,1.383,Q1,Translational Oncology
20958137,1.383,Q1,Zoological Research
14623528,1.382,Q1,Journal of Genocide Research
14699494,1.382,Q1,Journal of Genocide Research
17587468,1.382,Q1,Journal of Intellectual Capital
14691930,1.382,Q1,Journal of Intellectual Capital
20459769,1.381,Q1,Cell Regeneration
26667908,1.381,Q1,Cleaner Engineering and Technology
16625110,1.381,Q1,Frontiers in Neural Circuits
19391536,1.381,Q1,Psychotherapy
00333204,1.381,Q1,Psychotherapy
23326506,1.381,Q1,Sociology of Race and Ethnicity
23326492,1.381,Q1,Sociology of Race and Ethnicity
15487733,1.381,Q1,"Sustainability: Science, Practice, and Policy"
25152564,1.38,Q1,Contact
15384632,1.38,Q1,Geographical Analysis
00167363,1.38,Q1,Geographical Analysis
19392168,1.38,Q1,Journal of Counseling Psychology
00220167,1.38,Q1,Journal of Counseling Psychology
25228552,1.379,Q1,Bio-Design and Manufacturing
20965524,1.379,Q1,Bio-Design and Manufacturing
1864564X,1.379,Q1,ChemSusChem
18645631,1.379,Q1,ChemSusChem
14712318,1.378,Q1,BMC Geriatrics
00167185,1.378,Q1,Geoforum
00220221,1.378,Q1,Journal of Cross-Cultural Psychology
15525422,1.378,Q1,Journal of Cross-Cultural Psychology
13894978,1.378,Q1,Journal of Happiness Studies
15737780,1.378,Q1,Journal of Happiness Studies
14882434,1.378,Q1,Journal of Psychiatry and Neuroscience
11804882,1.378,Q1,Journal of Psychiatry and Neuroscience
10957138,1.378,Q1,SIAM Journal on Control and Optimization
03630129,1.378,Q1,SIAM Journal on Control and Optimization
09155635,1.377,Q1,Digestive Endoscopy
14431661,1.377,Q1,Digestive Endoscopy
26673703,1.377,Q1,Engineering Microbiology
09246460,1.377,Q1,Environmental and Resource Economics
15731502,1.377,Q1,Environmental and Resource Economics
13552554,1.377,Q1,International Journal of Entrepreneurial Behaviour and Research
20418396,1.377,Q1,Wiley Interdisciplinary Reviews: Energy and Environment
2041840X,1.377,Q1,Wiley Interdisciplinary Reviews: Energy and Environment
21699291,1.376,Q1,Journal of Geophysical Research: Oceans
21699275,1.376,Q1,Journal of Geophysical Research: Oceans
09660429,1.376,Q1,Journal of Nursing Management
13652834,1.376,Q1,Journal of Nursing Management
15200485,1.376,Q1,Journal of Physical Oceanography
00223670,1.376,Q1,Journal of Physical Oceanography
1357633X,1.376,Q1,Journal of Telemedicine and Telecare
17581109,1.376,Q1,Journal of Telemedicine and Telecare
10795006,1.376,Q1,Journals of Gerontology - Series A Biological Sciences and Medical Sciences
1758535X,1.376,Q1,Journals of Gerontology - Series A Biological Sciences and Medical Sciences
17459109,1.376,Q1,Justice Quarterly
07418825,1.376,Q1,Justice Quarterly
25300644,1.376,Q1,Perspectives in Ecology and Conservation
1556407X,1.376,Q1,Sleep Medicine Clinics
15564088,1.376,Q1,Sleep Medicine Clinics
22148450,1.375,Q1,Borsa Istanbul Review
22148469,1.375,Q1,Borsa Istanbul Review
00104825,1.375,Q1,Computers in Biology and Medicine
18790534,1.375,Q1,Computers in Biology and Medicine
14736551,1.375,Q1,Current Opinion in Neurology
13507540,1.375,Q1,Current Opinion in Neurology
23528648,1.375,Q1,Digital Communications and Networks
24685925,1.375,Q1,Digital Communications and Networks
14779552,1.375,Q1,Journal of Agricultural Economics
0021857X,1.375,Q1,Journal of Agricultural Economics
15548937,1.374,Q1,ACS Chemical Biology
15548929,1.374,Q1,ACS Chemical Biology
21530416,1.374,Q1,Crime and Justice
01923234,1.374,Q1,Crime and Justice
16000706,1.374,Q1,Oikos
00301299,1.374,Q1,Oikos
09254692,1.373,Q1,Inflammopharmacology
15685608,1.373,Q1,Inflammopharmacology
18686982,1.373,Q1,Journal of Hepato-Biliary-Pancreatic Sciences
18686974,1.373,Q1,Journal of Hepato-Biliary-Pancreatic Sciences
09388249,1.373,Q1,Management International Review
18618901,1.373,Q1,Management International Review
21975620,1.372,Q1,Forest Ecosystems
20956355,1.372,Q1,Forest Ecosystems
14384639,1.372,Q1,International Journal of Hygiene and Environmental Health
1618131X,1.372,Q1,International Journal of Hygiene and Environmental Health
00045411,1.372,Q1,Journal of the ACM
1557735X,1.372,Q1,Journal of the ACM
14751461,1.372,Q1,Socio-Economic Review
29497507,1.372,Q1,Waste Management Bulletin
25898116,1.371,Q1,Earth System Governance
15674223,1.371,Q1,Electronic Commerce Research and Applications
26414368,1.371,Q1,Neurobiology of Language
18790399,1.37,Q1,Current Opinion in Colloid and Interface Science
13590294,1.37,Q1,Current Opinion in Colloid and Interface Science
26662345,1.37,Q1,Journal of Immunotherapy and Precision Oncology
2590017X,1.37,Q1,Journal of Immunotherapy and Precision Oncology
07176287,1.369,Q1,Biological Research
07169760,1.369,Q1,Biological Research
20544251,1.369,Q1,Global Mental Health
25892347,1.369,Q1,Materials Today Sustainability
14644096,1.368,Q1,BJU International
1464410X,1.368,Q1,BJU International
14726955,1.368,Q1,BMC Nursing
21687161,1.368,Q1,IEEE Transactions on Cloud Computing
19390599,1.367,Q1,Developmental Psychology
00121649,1.367,Q1,Developmental Psychology
21936528,1.367,Q1,Ophthalmology and Therapy
21938245,1.367,Q1,Ophthalmology and Therapy
18610692,1.366,Q1,Clinical Research in Cardiology
18610684,1.366,Q1,Clinical Research in Cardiology
00071315,1.365,Q1,British Journal of Sociology
14684446,1.365,Q1,British Journal of Sociology
15307026,1.365,Q1,"Cognitive, Affective and Behavioral Neuroscience"
1531135X,1.365,Q1,"Cognitive, Affective and Behavioral Neuroscience"
26441268,1.364,Q1,IEEE Open Journal of the Computer Society
02615606,1.364,Q1,Journal of International Money and Finance
20564538,1.364,Q1,Journal of Pathology: Clinical Research
17413168,1.364,Q1,Structural Health Monitoring
14759217,1.364,Q1,Structural Health Monitoring
14970015,1.363,Q1,Canadian Journal of Psychiatry
07067437,1.363,Q1,Canadian Journal of Psychiatry
23521546,1.363,Q1,Current Opinion in Behavioral Sciences
23521554,1.363,Q1,Current Opinion in Behavioral Sciences
00222518,1.363,Q1,Indiana University Mathematics Journal
02680939,1.363,Q1,Journal of Education Policy
14645106,1.363,Q1,Journal of Education Policy
14328232,1.363,Q1,Mathematische Zeitschrift
00255874,1.363,Q1,Mathematische Zeitschrift
25724517,1.363,Q1,Paleoceanography and Paleoclimatology
25724525,1.363,Q1,Paleoceanography and Paleoclimatology
0190292X,1.363,Q1,Policy Studies Journal
15410072,1.363,Q1,Policy Studies Journal
23527218,1.363,Q1,Sleep Health
19380690,1.362,Q1,Clinical Lung Cancer
15257304,1.362,Q1,Clinical Lung Cancer
27661652,1.362,Q1,Harvard Kennedy School Misinformation Review
08887993,1.361,Q1,Accounting Horizons
15587975,1.361,Q1,Accounting Horizons
09516433,1.361,Q1,BioFactors
18728081,1.361,Q1,BioFactors
19968744,1.361,Q1,Building Simulation
19963599,1.361,Q1,Building Simulation
24522139,1.361,Q1,Composites Communications
10188665,1.361,Q1,Dermatology
14219832,1.361,Q1,Dermatology
23120541,1.361,Q1,ERJ Open Research
25098829,1.361,Q1,Journal of Geovisualization and Spatial Analysis
25098810,1.361,Q1,Journal of Geovisualization and Spatial Analysis
10738584,1.361,Q1,Neuroscientist
10894098,1.361,Q1,Neuroscientist
27319032,1.361,Q1,Smart Construction and Sustainable Cities
26404567,1.36,Q1,Advanced Intelligent Systems
23202890,1.36,Q1,Biomedical Journal
23194170,1.36,Q1,Biomedical Journal
02773791,1.36,Q1,Quaternary Science Reviews
27727378,1.36,Q1,Sustainable Horizons
17088569,1.36,Q1,World Journal of Pediatrics
18670687,1.36,Q1,World Journal of Pediatrics
18770657,1.359,Q1,Annals of Physical and Rehabilitation Medicine
18770665,1.359,Q1,Annals of Physical and Rehabilitation Medicine
17412757,1.359,Q1,European Union Politics
14651165,1.359,Q1,European Union Politics
15206882,1.358,Q1,Analytical Chemistry
00032700,1.358,Q1,Analytical Chemistry
23692960,1.358,Q1,JMIR Public Health and Surveillance
23999802,1.358,Q1,Journal of Intelligent and Connected Vehicles
00142999,1.357,Q1,European Journal of Pharmacology
18790712,1.357,Q1,European Journal of Pharmacology
13652699,1.357,Q1,Journal of Biogeography
03050270,1.357,Q1,Journal of Biogeography
01974580,1.357,Q1,Neurobiology of Aging
15581497,1.357,Q1,Neurobiology of Aging
18662625,1.357,Q1,School Mental Health
18662633,1.357,Q1,School Mental Health
24750328,1.356,Q1,Annals of Gastroenterological Surgery
14712458,1.356,Q1,BMC Public Health
26669900,1.356,Q1,Computer Methods and Programs in Biomedicine Update
25890042,1.356,Q1,iScience
18671381,1.355,Q1,Atmospheric Measurement Techniques
18678548,1.355,Q1,Atmospheric Measurement Techniques
13484214,1.355,Q1,Hypertension Research
09169636,1.355,Q1,Hypertension Research
17582946,1.355,Q1,Journal of Cheminformatics
13864416,1.355,Q1,Journal of Mathematics Teacher Education
15731820,1.355,Q1,Journal of Mathematics Teacher Education
20521537,1.355,Q1,Materials Chemistry Frontiers
14690292,1.355,Q1,Psychology of Sport and Exercise
17424690,1.355,Q1,Retrovirology
1170229X,1.354,Q1,Drugs and Aging
11791969,1.354,Q1,Drugs and Aging
14602377,1.354,Q1,International Immunology
09538178,1.354,Q1,International Immunology
18781705,1.354,Q1,International Immunopharmacology
15675769,1.354,Q1,International Immunopharmacology
01663542,1.353,Q1,Antiviral Research
18729096,1.353,Q1,Antiviral Research
26350041,1.353,Q1,Bioinformatics Advances
16512316,1.352,Q1,Cognitive Behaviour Therapy
16506073,1.352,Q1,Cognitive Behaviour Therapy
10990992,1.352,Q1,European Journal of Social Psychology
00462772,1.352,Q1,European Journal of Social Psychology
26418770,1.352,Q1,IEEE Journal on Selected Areas in Information Theory
15309150,1.352,Q1,Linguistic Inquiry
00243892,1.352,Q1,Linguistic Inquiry
00796786,1.352,Q1,Progress in Solid State Chemistry
27307166,1.352,Q1,Research on Child and Adolescent Psychopathology
27307174,1.352,Q1,Research on Child and Adolescent Psychopathology
17496632,1.35,Q1,Annals of the New York Academy of Sciences
00778923,1.35,Q1,Annals of the New York Academy of Sciences
28323637,1.35,Q1,Chemical and Biomedical Imaging
10967206,1.35,Q1,Molecular Genetics and Metabolism
10967192,1.35,Q1,Molecular Genetics and Metabolism
09547894,1.35,Q2,Clinical and Experimental Allergy
13652222,1.35,Q2,Clinical and Experimental Allergy
26733439,1.349,Q1,Frontiers in Genome Editing
20969376,1.349,Q1,Intelligent Medicine
26671026,1.349,Q1,Intelligent Medicine
24520748,1.349,Q1,NanoImpact
29503957,1.349,Q1,Total Environment Advances
14736535,1.348,Q1,Current Opinion in Lipidology
09579672,1.348,Q1,Current Opinion in Lipidology
02649993,1.348,Q1,Economic Modelling
26662027,1.348,Q1,International Journal of Thermofluids
10020721,1.348,Q1,Journal of Rare Earths
13632434,1.348,Q1,School Leadership and Management
13642626,1.348,Q1,School Leadership and Management
00078506,1.347,Q1,CIRP Annals
17260604,1.347,Q1,CIRP Annals
23977264,1.347,Q1,High Voltage
00992399,1.347,Q1,Journal of Endodontics
18783554,1.347,Q1,Journal of Endodontics
0267257X,1.347,Q1,Journal of Marketing Management
14721376,1.347,Q1,Journal of Marketing Management
10384111,1.346,Q1,Asia Pacific Journal of Human Resources
17447941,1.346,Q1,Asia Pacific Journal of Human Resources
27695247,1.346,Q1,Chemical Synthesis
13658816,1.346,Q1,International Journal of Geographical Information Science
13658824,1.346,Q1,International Journal of Geographical Information Science
1530891X,1.345,Q1,Endocrine Practice
19342403,1.345,Q1,Endocrine Practice
15384756,1.345,Q1,Remedial and Special Education
07419325,1.345,Q1,Remedial and Special Education
18736726,1.344,Q1,Environmental Modelling and Software
13648152,1.344,Q1,Environmental Modelling and Software
22237704,1.344,Q1,Friction
22237690,1.344,Q1,Friction
26737647,1.344,Q1,Frontiers in Bioinformatics
14664879,1.344,Q1,Genes and Immunity
14765470,1.344,Q1,Genes and Immunity
12019712,1.344,Q1,International Journal of Infectious Diseases
18783511,1.344,Q1,International Journal of Infectious Diseases
01925121,1.344,Q1,International Political Science Review
1460373X,1.344,Q1,International Political Science Review
10976787,1.344,Q1,Journal of the American Academy of Dermatology
01909622,1.344,Q1,Journal of the American Academy of Dermatology
09532048,1.344,Q1,Superconductor Science and Technology
13616668,1.344,Q1,Superconductor Science and Technology
1545102X,1.344,Q1,Worldviews on Evidence-Based Nursing
17416787,1.344,Q1,Worldviews on Evidence-Based Nursing
07308078,1.344,-,Proceedings of the ACM SIGMOD International Conference on Management of Data
13507265,1.343,Q1,Bernoulli
19317913,1.343,Q1,CBE Life Sciences Education
26622211,1.343,Q1,Implementation Science Communications
23527714,1.343,Q1,One Health
24058807,1.342,Q1,Climate Services
26670100,1.342,Q1,Environmental Challenges
24448834,1.342,Q1,European Research on Management and Business Economics
19415257,1.342,Q1,Professional Development in Education
19415265,1.342,Q1,Professional Development in Education
15407969,1.342,Q1,Research and Practice for Persons with Severe Disabilities
21692408,1.342,Q1,Research and Practice for Persons with Severe Disabilities
15454290,1.341,Q1,Annual Review of Anthropology
00846570,1.341,Q1,Annual Review of Anthropology
27550230,1.341,Q1,Life Metabolism
20972555,1.341,Q1,Life Metabolism
00371963,1.341,Q1,Seminars in Hematology
15328686,1.341,Q1,Seminars in Hematology
01676806,1.34,Q1,Breast Cancer Research and Treatment
15737217,1.34,Q1,Breast Cancer Research and Treatment
15528618,1.34,Q1,Environmental Toxicology and Chemistry
07307268,1.34,Q1,Environmental Toxicology and Chemistry
14366215,1.34,Q1,European Journal of Nutrition
14366207,1.34,Q1,European Journal of Nutrition
10508392,1.34,Q1,Journal of Research on Adolescence
15327795,1.34,Q1,Journal of Research on Adolescence
14679442,1.34,Q1,Scandinavian Journal of Economics
03470520,1.34,Q1,Scandinavian Journal of Economics
3041993X,1.34,Q1,Sinus Persicus
30419948,1.34,Q1,Sinus Persicus
29496780,1.339,Q1,Computers and Education: X Reality
10717544,1.339,Q1,Drug Delivery
15210464,1.339,Q1,Drug Delivery
27526542,1.339,Q1,PNAS Nexus
87563282,1.338,Q1,Bone
18729754,1.338,Q2,Neurochemistry International
01970186,1.338,Q2,Neurochemistry International
18698182,1.337,Q1,AMS Review
1869814X,1.337,Q1,AMS Review
15222586,1.337,Q1,Journal of Magnetic Resonance Imaging
10531807,1.337,Q1,Journal of Magnetic Resonance Imaging
15546578,1.337,Q1,Journal of Neuropathology and Experimental Neurology
00223069,1.337,Q1,Journal of Neuropathology and Experimental Neurology
02723638,1.337,Q1,Urban Geography
19382847,1.337,Q1,Urban Geography
17468108,1.336,Q1,Biomedical Signal Processing and Control
17468094,1.336,Q1,Biomedical Signal Processing and Control
00081221,1.336,Q1,California Law Review
10003673,1.336,Q1,Dianwang Jishu/Power System Technology
14698366,1.336,Q1,Higher Education Research and Development
07294360,1.336,Q1,Higher Education Research and Development
20534841,1.336,Q1,Journal of Financial Regulation
20534833,1.336,Q1,Journal of Financial Regulation
14679760,1.336,Q1,Journal of Political Philosophy
09638016,1.336,Q1,Journal of Political Philosophy
00262234,1.336,Q1,Michigan Law Review
0038092X,1.336,Q1,Solar Energy
15731677,1.335,Q1,Advances in Health Sciences Education
13824996,1.335,Q1,Advances in Health Sciences Education
18781470,1.335,Q1,Harmful Algae
15689883,1.335,Q1,Harmful Algae
27685993,1.335,Q1,Journal of Cardiovascular Aging
01697722,1.335,Q1,Journal of Contaminant Hydrology
18736009,1.335,Q1,Journal of Contaminant Hydrology
14697823,1.335,Q1,Journal of Social Policy
00472794,1.335,Q1,Journal of Social Policy
20462441,1.335,Q1,Open Biology
22126864,1.335,Q1,Physics of the Dark Universe
14602237,1.334,Q1,Health Policy and Planning
02681080,1.334,Q1,Health Policy and Planning
09552863,1.334,Q1,Journal of Nutritional Biochemistry
18734847,1.334,Q1,Journal of Nutritional Biochemistry
1470109X,1.334,Q1,Race Ethnicity and Education
13613324,1.334,Q1,Race Ethnicity and Education
00487554,1.334,Q1,Reviews on Environmental Health
21910308,1.334,Q1,Reviews on Environmental Health
2199160X,1.333,Q1,Advanced Electronic Materials
25902075,1.333,Q1,Biofilm
14653397,1.333,Q1,Educational Review
00131911,1.333,Q1,Educational Review
03781127,1.333,Q1,Forest Ecology and Management
10618600,1.333,Q1,Journal of Computational and Graphical Statistics
15372715,1.333,Q1,Journal of Computational and Graphical Statistics
21947791,1.333,Q1,Molecular and Cellular Pediatrics
18120792,1.333,Q1,Ocean Science
18120784,1.333,Q1,Ocean Science
03064530,1.333,Q1,Psychoneuroendocrinology
18733360,1.333,Q1,Psychoneuroendocrinology
26386135,1.333,Q1,Radiology: Cardiothoracic Imaging
09645691,1.332,Q1,Ocean and Coastal Management
17477603,1.331,Q1,Current Issues in Tourism
13683500,1.331,Q1,Current Issues in Tourism
17466318,1.331,Q1,Current Opinion in HIV and AIDS
1746630X,1.331,Q1,Current Opinion in HIV and AIDS
26249553,1.331,Q1,Frontiers in Climate
26733080,1.331,Q1,Frontiers in Toxicology
10958568,1.331,Q1,Journal of Sound and Vibration
0022460X,1.331,Q1,Journal of Sound and Vibration
09254005,1.331,Q1,Sensors and Actuators B: Chemical
19448201,1.331,Q1,Sensors and Actuators B: Chemical
15206505,1.329,Q1,Evolutionary Anthropology
10601538,1.329,Q1,Evolutionary Anthropology
15579042,1.329,Q1,Journal of Neurotrauma
08977151,1.329,Q1,Journal of Neurotrauma
18732054,1.328,Q1,Health and Place
13538292,1.328,Q1,Health and Place
18778755,1.328,Q1,Journal of Physiology and Biochemistry
11387548,1.328,Q1,Journal of Physiology and Biochemistry
15294242,1.328,Q1,Plastic and Reconstructive Surgery
00321052,1.328,Q1,Plastic and Reconstructive Surgery
1945497X,1.328,Q1,SIAM Journal on Financial Mathematics
15561836,1.328,Q1,Terrorism and Political Violence
09546553,1.328,Q1,Terrorism and Political Violence
10903801,1.327,Q1,European Journal of Pain
15322149,1.327,Q1,European Journal of Pain
18791379,1.327,Q1,Journal of Psychiatric Research
00223956,1.327,Q1,Journal of Psychiatric Research
18799272,1.327,Q1,Linguistic Approaches to Bilingualism
18799264,1.327,Q1,Linguistic Approaches to Bilingualism
15735036,1.327,Q1,Plant and Soil
0032079X,1.327,Q1,Plant and Soil
24749842,1.326,Q1,BJS Open
13506307,1.326,Q1,Engineering Failure Analysis
14752875,1.326,Q1,Malaria Journal
22142096,1.326,Q1,Vehicular Communications
2214210X,1.326,Q1,Vehicular Communications
22118179,1.325,Q1,Global Heart
22118160,1.325,Q1,Global Heart
27724115,1.325,Q1,Nature-Based Solutions
26673797,1.324,Q1,Biomimetic Intelligence and Robotics
20970242,1.324,Q1,Biomimetic Intelligence and Robotics
00104159,1.324,Q1,Comparative Politics
21516227,1.324,Q1,Comparative Politics
01651889,1.324,Q1,Journal of Economic Dynamics and Control
18736815,1.323,Q1,Experimental Gerontology
05315565,1.323,Q1,Experimental Gerontology
00189448,1.323,Q1,IEEE Transactions on Information Theory
15579654,1.323,Q1,IEEE Transactions on Information Theory
15271927,1.323,Q1,"Journal of Health Politics, Policy and Law"
03616878,1.323,Q1,"Journal of Health Politics, Policy and Law"
14769255,1.323,Q1,Journal of Inflammation (United Kingdom)
17590914,1.322,Q1,ASN Neuro
25152009,1.322,Q1,BMJ Sexual and Reproductive Health
25151991,1.322,Q1,BMJ Sexual and Reproductive Health
26338823,1.322,Q1,Function
2352801X,1.322,Q1,Groundwater for Sustainable Development
0927538X,1.322,Q1,Pacific Basin Finance Journal
18726976,1.321,Q1,Archives of Gerontology and Geriatrics
01674943,1.321,Q1,Archives of Gerontology and Geriatrics
26924587,1.321,Q1,Climate Resilience and Sustainability
20451261,1.321,Q1,Therapeutic Advances in Psychopharmacology
20451253,1.321,Q1,Therapeutic Advances in Psychopharmacology
24683124,1.321,Q1,Water Security
19336969,1.32,Q1,Channels
19336950,1.32,Q1,Channels
26343797,1.32,Q1,Global Studies Quarterly
1741203X,1.32,Q1,International Psychogeriatrics
10416102,1.32,Q1,International Psychogeriatrics
15320480,1.32,Q1,Journal of Biomedical Informatics
15320464,1.32,Q1,Journal of Biomedical Informatics
10986111,1.32,Q1,Police Quarterly
1552745X,1.32,Q1,Police Quarterly
14780895,1.32,Q1,Qualitative Research in Psychology
14780887,1.32,Q1,Qualitative Research in Psychology
00338362,1.32,Q1,Radiologia Medica
18266983,1.32,Q1,Radiologia Medica
26344386,1.319,Q1,Neuromorphic Computing and Engineering
25161091,1.319,Q1,Progress in Biomedical Engineering
09287655,1.319,Q1,Resource and Energy Economics
1755375X,1.318,Q1,Acta Ophthalmologica
17553768,1.318,Q1,Acta Ophthalmologica
29504090,1.318,Q1,Climate Smart Agriculture
14458330,1.318,Q1,International Journal of Mental Health Nursing
14470349,1.318,Q1,International Journal of Mental Health Nursing
0142159X,1.318,Q1,Medical Teacher
1466187X,1.318,Q1,Medical Teacher
27731111,1.318,Q1,Plant Nano Biology
1556472X,1.317,Q1,ACM Transactions on Knowledge Discovery from Data
15564681,1.317,Q1,ACM Transactions on Knowledge Discovery from Data
19320620,1.317,Q1,Journal of Addiction Medicine
19353227,1.317,Q1,Journal of Addiction Medicine
07419058,1.317,Q1,Library Hi Tech News
26669781,1.317,Q1,Nano Trends
01678442,1.317,Q1,Theoretical and Applied Fracture Mechanics
15217035,1.317,Q2,Clinical Immunology
15216616,1.317,Q2,Clinical Immunology
10498931,1.316,Q1,International Journal of Methods in Psychiatric Research
15570657,1.316,Q1,International Journal of Methods in Psychiatric Research
14220067,1.316,Q1,International Journal of Molecular Sciences
16616596,1.316,Q1,International Journal of Molecular Sciences
01674870,1.316,Q1,Journal of Economic Psychology
10960929,1.316,Q1,Toxicological Sciences
10966080,1.316,Q1,Toxicological Sciences
14784505,1.315,Q1,Health Research Policy and Systems
08857474,1.315,Q1,Journal of Scientific Computing
15737691,1.315,Q1,Journal of Scientific Computing
18688535,1.315,Q1,Mindfulness
18688527,1.315,Q1,Mindfulness
18632653,1.314,Q1,Brain Structure and Function
18632661,1.314,Q1,Brain Structure and Function
02637758,1.314,Q1,Environment and Planning D: Society and Space
14723433,1.314,Q1,Environment and Planning D: Society and Space
24916765,1.314,Q1,Epijournal de Geometrie Algebrique
19411197,1.314,Q1,IEEE Intelligent Transportation Systems Magazine
19391390,1.314,Q1,IEEE Intelligent Transportation Systems Magazine
03092402,1.314,Q1,Journal of Advanced Nursing
13652648,1.314,Q1,Journal of Advanced Nursing
13652958,1.314,Q1,Molecular Microbiology
0950382X,1.314,Q1,Molecular Microbiology
24702986,1.314,Q1,Open Mind
22107797,1.314,Q1,Pregnancy Hypertension
22107789,1.314,Q1,Pregnancy Hypertension
15372723,1.314,Q1,Technometrics
00401706,1.314,Q1,Technometrics
18663389,1.313,Q1,Current Topics in Behavioral Neurosciences
18663370,1.313,Q1,Current Topics in Behavioral Neurosciences
19383703,1.313,Q1,Journal of Applied Behavior Analysis
